Year,Name,Rank,Country,Region,DOB,Gender,Self Made,Generation,Industry,Industry Aggregator,Company,Company Info,Company Acquired,Net Worth US Billion,Count
2004,Ingvar Kamprad,13.0,Sweden,Europe,1927,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,IKEA,founder non-finance,new,18.5,1
2007,Prince Alwaleed Bin Talal Alsaud,13.0,Saudi Arabia,Middle East/North Africa,1957,male,self-made,Unknown,Money Management,Financial,Kingdom Holding Company,privatized and resources,new,20.3,1
2008,Bernard Arnault,13.0,France,Europe,1949,male,self-made,Unknown,Consumer,Traded Sectors,LVMH,founder non-finance,acquired,25.5,1
2010,Stefan Persson,13.0,Sweden,Europe,1948,male,inherited,inherited from father,Consumer,Traded Sectors, H&M,inherited, new,22.4,1
2013,Michael Bloomberg,13.0,United States,North America,1943,male,self-made,Unknown,Media,Non-Traded Sectors,Bloomberg,founder non-finance, new,27.0,1
2003,Kenneth Thomson,13.0,Canada,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,14.0,1
2000,Liliane Bettencourt,13.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,15.2,1
2014,Alice Walton,13.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,34.3,1
2005,Alice Walton,13.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,18.0,1
2004,Theo Albrecht,14.0,Germany,Europe,1923,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,18.1,1
2008,Larry Ellison,14.0,United States,North America,1945,male,self-made,Unknown,Technology-Computer,New Sectors,Oracle,founder non-finance, new,25.0,1
2013,Jim Walton,14.0,United States,North America,1948,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,26.7,1
2006,Sheldon Adelson,14.0,United States,North America,1934,male,self-made,Unknown,Real Estate,Financial,Las Vegas Sands,self-made finance, acquired,16.1,1
2001,Kenneth Thomson,14.0,Canada,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,16.4,1
2003,Ingvar Kamprad,14.0,Sweden,Europe,1927,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,IKEA,founder non-finance,new,13.0,1
2010,Li Ka-shing,14.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,21.0,1
2007,Mukesh Ambani,14.0,India,South Asia,1958,male,inherited,Unknown,Energy,Resource Related,Reliance,inherited,new,20.1,1
2014,S. Robson Walton,14.0,United States,North America,1944,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,34.2,1
2012,Sheldon Adelson,14.0,United States,North America,1934,male,self-made,Unknown,Real Estate,Financial,Las Vegas Sands,self-made finance, acquired,24.9,1
2000,Silvio Berlusconi,14.0,Italy,Europe,1937,male,self-made,Unknown,Media,Non-Traded Sectors,Fininvest,privatized and resources,new,12.8,1
2011,Vladimir Lisin,14.0,Russia,Europe,1957,male,self-made,Unknown,Energy,Resource Related,NLMK,privatized and resources,aquired,24.0,1
2013,Sheldon Adelson,15.0,United States,North America,1934,male,self-made,Unknown,Real Estate,Financial,Las Vegas Sands,self-made finance, acquired,26.5,1
2009,Bernard Arnault,15.0,France,Europe,1949,male,self-made,Unknown,Consumer,Traded Sectors,LVMH,founder non-finance,acquired,16.5,1
2012,Liliane Bettencourt,15.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,24.0,1
2006,Liliane Bettencourt,15.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,16.0,1
2000,Johanna Quandt,15.0,Germany,Europe,1928,female,inherited,spouse or widow,Consumer,Traded Sectors,BMW,inherited,new,12.8,1
2011,Liliane Bettencourt,15.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,23.5,1
2002,Steven Ballmer,15.0,United States,North America,1957,male,self-made,Unknown,Technology-Computer,New Sectors,Microsoft,executive,new,14.8,1
2001,Liliane Bettencourt,15.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,15.6,1
2007,Karl Albrecht,15.0,Germany,Europe,1920,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Aldi Sud,executive,new,20.0,1
2005,Kenneth Thomson,15.0,Canada,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,17.9,1
2014,Bernard Arnault,15.0,France,Europe,1949,male,self-made,Unknown,Consumer,Traded Sectors,LVMH,founder non-finance,acquired,33.5,1
2010,Jim Walton,15.0,United States,North America,1948,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,20.7,1
2006,Larry Ellison,15.0,United States,North America,1945,male,self-made,Unknown,Technology-Computer,New Sectors,Oracle,founder non-finance, new,16.0,1
2004,Kenneth Thomson,15.0,Canada,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,17.2,1
2008,Roman Abramovich,15.0,Russia,Europe,1967,male,self-made,Unknown,Energy,Resource Related,Millhouse LLC,privatized and resources,new,23.5,1
2003,Birgit Rausing,15.0,Sweden,Europe,1924,male,Unknown,Unknown,Consumer,Traded Sectors,Unknown,Unknown,Unknown,12.9,1
2003,Steven Ballmer,16.0,United States,North America,1957,male,self-made,Unknown,Technology-Computer,New Sectors,Microsoft,executive,new,11.1,1
2009,Li Ka-shing,16.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,16.2,1
2013,Alice Walton,16.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,26.3,1
2011,Sheldon Adelson,16.0,United States,North America,1934,male,self-made,Unknown,Real Estate,Financial,Las Vegas Sands,self-made finance, acquired,23.3,1
2008,Theo Albrecht,16.0,Germany,Europe,1923,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,23.0,1
2000,Bernard Arnault,16.0,France,Europe,1949,male,self-made,Unknown,Consumer,Traded Sectors,LVMH,founder non-finance,acquired,12.6,1
2007,Roman Abramovich,16.0,Russia,Europe,1967,male,self-made,Unknown,Energy,Resource Related,Millhouse LLC,privatized and resources,new,18.7,1
2004,Mikhail Khodorkovsky,16.0,Russia,Europe,1964,male,self-made,Unknown,Energy,Resource Related,Yukos,privatized and resources,privatization,15.0,1
2012,Jim Walton,16.0,United States,North America,1948,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,23.7,1
2005,Liliane Bettencourt,16.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,17.2,1
2001,Philip Anschutz,16.0,United States,North America,1940,male,self-made,Unknown,Money Management,Financial,Circle A Drilling,self-made finance,aquired,15.3,1
2002,Ingvar Kamprad,16.0,Sweden,Europe,1927,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,IKEA,founder non-finance,new,13.4,1
2014,Michael Bloomberg,16.0,United States,North America,1943,male,self-made,Unknown,Media,Non-Traded Sectors,Bloomberg,founder non-finance, new,33.0,1
2010,Alice Walton,16.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,20.6,1
2000,Sumner Redstone,17.0,United States,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,National Amusements,inherited,new,12.1,1
2005,Bernard Arnault,17.0,France,Europe,1949,male,self-made,Unknown,Consumer,Traded Sectors,LVMH,founder non-finance,acquired,17.0,1
2013,S Robson Walton,17.0,United States,North America,1944,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,26.1,1
2007,Todd Wagner,17.0,United States,North America,1961,male,self-made,Unknown,Media,Non-Traded Sectors,Broadcast.com,founder non-finance,new,1.4,1
2014,Larry Page,17.0,United States,North America,1973,male,self-made,Unknown,Technology-Computer,New Sectors,Google,founder non-finance, new,32.3,1
2011,David Thomson,17.0,Canada,North America,1958,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,23.0,1
2009,Michael Bloomberg,17.0,United States,North America,1943,male,self-made,Unknown,Media,Non-Traded Sectors,Bloomberg,founder non-finance, new,16.0,1
2012,Alice Walton,17.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,23.3,1
2010,Liliane Bettencourt,17.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,20.0,1
2001,Ingvar Kamprad,17.0,Sweden,Europe,1927,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,IKEA,founder non-finance,new,13.0,1
2002,Carlos Slim Helu,17.0,Mexico,Latin America,1940,male,self-made,Unknown,Media,Non-Traded Sectors,Telmex,privatized and resources,privatization,11.5,1
2008,Liliane Bettencourt,17.0,France,Europe,1923,female,inherited,inherited from father,Consumer,Traded Sectors,L'Oreal,inherited,new,22.9,1
2003,John Kluge,17.0,United States,North America,1915,male,self-made,Unknown,Media,Non-Traded Sectors,Metropolitan Broadcasting Corporation,executive,new,10.5,1
2004,Carlos Slim Helu,17.0,Mexico,Latin America,1940,male,self-made,Unknown,Media,Non-Traded Sectors,Telmex,privatized and resources,privatization,13.9,1
2006,Jim Walton,17.0,United States,North America,1948,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,15.9,1
2007,Stefan Persson,17.0,Sweden,Europe,1948,male,inherited,inherited from father,Consumer,Traded Sectors, H&M,inherited, new,18.4,1
2006,Christy Walton,17.0,United States,North America,1955,female,inherited,spouse or widow,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,15.9,1
2004,Michael Dell,18.0,United States,North America,1965,male,self-made,Unknown,Technology-Computer,New Sectors,Dell,founder non-finance,new,13.0,1
2008,Alexei Mordashov,18.0,Russia,Europe,1966,male,self-made,Unknown,Energy,Resource Related,Severstal,privatized and resources,privatization,21.2,1
2000,John Kluge,18.0,United States,North America,1915,male,self-made,Unknown,Media,Non-Traded Sectors,Metropolitan Broadcasting Corporation,executive,new,11.9,1
2014,Jeff Bezos,18.0,United States,North America,1964,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Amazon,founder non-finance, new,32.0,1
2005,Michael Dell,18.0,United States,North America,1965,male,self-made,Unknown,Technology-Computer,New Sectors,Dell,founder non-finance,new,16.0,1
2009,Stefan Persson,18.0,Sweden,Europe,1948,male,inherited,inherited from father,Consumer,Traded Sectors, H&M,inherited, new,14.5,1
2003,Amancio Ortega,18.0,Spain,Europe,1936,male,self-made,Unknown,Consumer,Traded Sectors,Zara,founder non-finance,new,10.3,1
2010,S Robson Walton,18.0,United States,North America,1944,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,19.8,1
2011,David Koch,18.0,United States,North America,1941,male,inherited,inherited from father,Energy,Resource Related,Koch industries,inherited,new,22.0,1
2001,Sumner Redstone,18.0,United States,North America,1924,male,inherited,inherited from father,Media,Non-Traded Sectors,National Amusements,inherited,new,12.6,1
2002,Michael Dell,18.0,United States,North America,1965,male,self-made,Unknown,Technology-Computer,New Sectors,Dell,founder non-finance,new,11.1,1
2012,S Robson Walton,18.0,United States,North America,1944,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,23.1,1
2001,Li Ka-shing,18.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,12.6,1
2003,Barbara Cox Anthony,18.0,United States,North America,1924,female,inherited,inherited from father,Media,Non-Traded Sectors,Cox Enterprises,inherited,aquired,10.3,1
2003,Anne Cox Chambers,18.0,United States,North America,1920,female,inherited,inherited from father,Media,Non-Traded Sectors,Cox Enterprises,inherited,aquired,10.3,1
2011,Charles Koch,18.0,United States,North America,1936,male,inherited,inherited from father,Energy,Resource Related,Koch industries,inherited,new,22.0,1
2013,Karl Albrecht,18.0,Germany,Europe,1920,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Aldi Sud,executive,new,26.0,1
2007,Anil Ambani,18.0,India,South Asia,1960,male,inherited,Unknown,Media,Non-Traded Sectors,Reliance,inherited,new,18.2,1
2007,Paul Allen,19.0,United States,North America,1953,male,self-made,Unknown,Technology-Computer,New Sectors,Microsoft,founder non-finance,new,18.0,1
2013,Jeffrey Bezos,19.0,United States,North America,1964,male,self-made,Unknown,"Retail, Restaurant",Non-Traded Sectors,Amazon,founder non-finance, new,25.2,1
2010,Prince Alwaleed Bin Talal Alsaud,19.0,Saudi Arabia,Middle East/North Africa,1957,male,self-made,Unknown,Money Management,Financial,Kingdom Holding Company,privatized and resources,new,19.4,1
2014,Sergey Brin,19.0,United States,North America,1973,male,self-made,Unknown,Technology-Computer,New Sectors,Google,founder non-finance, new,31.8,1
2009,David Koch,19.0,United States,North America,1941,male,inherited,inherited from father,Energy,Resource Related,Koch industries,inherited,new,14.0,1
2004,Steven Ballmer,19.0,United States,North America,1957,male,self-made,Unknown,Technology-Computer,New Sectors,Microsoft,executive,new,12.4,1
2006,S Robson Walton,19.0,United States,North America,1944,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,15.8,1
2012,Mukesh Ambani,19.0,India,South Asia,1958,male,inherited,Unknown,Energy,Resource Related,Reliance,inherited,new,22.3,1
2000,Leo Kirch,19.0,Germany,Europe,Unknown,male,self-made,Unknown,Media,Non-Traded Sectors,Kirch Group,founder non-finance,new,11.5,1
2005,Sheldon Adelson,19.0,United States,North America,1934,male,self-made,Unknown,Real Estate,Financial,Las Vegas Sands,self-made finance, acquired,15.6,1
2009,Charles Koch,19.0,United States,North America,1936,male,inherited,inherited from father,Energy,Resource Related,Koch industries,inherited,new,14.0,1
2004,Li Ka-shing,19.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,12.4,1
2002,Kirsten Rausing,19.0,Sweden,Europe,1953,female,inherited,Third generation,Consumer,Traded Sectors,Tetra Pak,inherited,new,10.7,1
2008,Prince Alwaleed Bin Talal Alsaud,19.0,Saudi Arabia,Middle East/North Africa,1957,male,self-made,Unknown,Money Management,Financial,Kingdom Holding Company,privatized and resources,new,21.0,1
2001,Leo Kirch,20.0,Germany,Europe,Unknown,male,self-made,Unknown,Media,Non-Traded Sectors,Kirch Group,founder non-finance,new,12.0,1
2007,Theo Albrecht,20.0,Germany,Europe,1923,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,17.5,1
2008,Mikhail Fridman,20.0,Russia,Europe,1965,male,self-made,Unknown,Energy,Resource Related,Alfa Group,privatized and resources,new,20.8,1
2013,Larry Page,20.0,United States,North America,1973,male,self-made,Unknown,Technology-Computer,New Sectors,Google,founder non-finance, new,23.0,1
2012,Michael Bloomberg,20.0,United States,North America,1943,male,self-made,Unknown,Media,Non-Traded Sectors,Bloomberg,founder non-finance, new,22.0,1
2002,John Kluge,20.0,United States,North America,1915,male,self-made,Unknown,Media,Non-Traded Sectors,Metropolitan Broadcasting Corporation,executive,new,10.5,1
2006,Alice Walton,20.0,United States,North America,1949,female,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,15.7,1
2000,Li Ka-shing,20.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,11.3,1
2010,David Thomson,20.0,Canada,North America,1958,male,inherited,inherited from father,Media,Non-Traded Sectors,Thomson Corporation (now Thomson Reuters),inherited,acquired,19.0,1
2014,Li Ka-shing,20.0,Hong Kong,East Asia,1929,male,self-made,Unknown,Real Estate,Financial,Cheung king,self-made finance,new,31.0,1
2005,Theo Albrecht,20.0,Germany,Europe,1923,male,Unknown,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,15.5,1
2011,Jim Walton,20.0,United States,North America,1948,male,inherited,inherited from father,"Retail, Restaurant",Non-Traded Sectors,Walmart,inherited, new,21.3,1
